restaurant_name,category,halal_status,rating,location_area,yr_quarter,order_count,total_revenue,avg_order_value
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2022-Q3,7,728.62,104.09
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2022-Q4,8,800.85,100.11
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2023-Q1,7,772.08,110.3
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2023-Q2,8,963.95,120.49
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2023-Q3,3,430.6,143.53
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2023-Q4,9,1068.15,118.68
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2024-Q1,7,1116.88,159.55
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2024-Q2,8,961.36,120.17
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2024-Q3,9,1333.41,148.16
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2024-Q4,8,1011.46,126.43
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2025-Q1,9,1034.76,114.97
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2025-Q2,8,1258.79,157.35
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2025-Q3,9,778.71,86.52
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2025-Q4,9,1037.34,115.26
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2026-Q1,13,1517.86,116.76
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2026-Q2,9,900.37,100.04
"Kampung Corner Deli","Malay Cuisine",HALAL,4.8,"Shah Alam",2026-Q3,1,48.7,48.7
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2016-Q4,1,94.8,94.8
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2017-Q2,1,157.4,157.4
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2017-Q3,6,757.5,126.25
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2017-Q4,1,158.8,158.8
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2018-Q1,1,162.5,162.5
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2018-Q2,1,154.2,154.2
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2018-Q3,6,660.69,110.12
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2018-Q4,2,302.6,151.3
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2019-Q1,1,126.2,126.2
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2019-Q2,7,809.46,115.64
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2019-Q3,2,291,145.5
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2019-Q4,2,264.2,132.1
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2020-Q1,7,853.38,121.91
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2020-Q2,2,278.8,139.4
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2020-Q3,7,843.48,120.5
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2020-Q4,3,477.5,159.17
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2021-Q1,7,865,123.57
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2021-Q2,8,908.15,113.52
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2021-Q3,3,450,150
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2021-Q4,8,906.26,113.28
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2022-Q1,8,1001.68,125.21
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2022-Q2,3,482.9,160.97
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2022-Q3,8,946,118.25
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2022-Q4,8,883.38,110.42
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2023-Q1,9,1309.12,145.46
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2023-Q2,3,283.4,94.47
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2023-Q3,9,1138.5,126.5
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2023-Q4,9,1373.48,152.61
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2024-Q1,9,993.3,110.37
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2024-Q2,10,1036.6,103.66
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2024-Q3,9,996.32,110.7
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2024-Q4,9,1008.58,112.06
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2025-Q1,9,1092.56,121.4
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2025-Q2,10,1140.41,114.04
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2025-Q3,10,1293.47,129.35
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2025-Q4,10,1034.34,103.43
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2026-Q1,9,1501.88,166.88
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2026-Q2,16,1719.39,107.46
"Kimchi Street Kitchen","Korean Street Food",HALAL,4.3,"Bukit Jalil",2026-Q3,1,126.8,126.8
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2016-Q2,1,148.4,148.4
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2016-Q4,3,383.34,127.78
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2017-Q1,1,99.3,99.3
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2017-Q2,1,72.9,72.9
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2017-Q4,1,80.9,80.9
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2018-Q1,1,150.2,150.2
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2018-Q2,4,460.7,115.18
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2018-Q3,2,223.6,111.8
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2018-Q4,1,72.7,72.7
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2019-Q1,5,644.82,128.96
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2019-Q2,1,73.9,73.9
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2019-Q3,2,226,113
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2019-Q4,5,611.68,122.34
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2020-Q1,2,212.2,106.1
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2020-Q2,5,588.26,117.65
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2020-Q3,3,340.8,113.6
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2020-Q4,5,572.84,114.57
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2021-Q1,3,290.3,96.77
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2021-Q2,5,593.62,118.72
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2021-Q3,6,813.06,135.51
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2021-Q4,3,361.8,120.6
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2022-Q1,6,812.94,135.49
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2022-Q2,6,770.4,128.4
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2022-Q3,6,835.96,139.33
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2022-Q4,4,511.3,127.83
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2023-Q1,6,676.8,112.8
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2023-Q2,7,986.7,140.96
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2023-Q3,7,905.34,129.33
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2023-Q4,7,851.28,121.61
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2024-Q1,7,960.9,137.27
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2024-Q2,7,824.04,117.72
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2024-Q3,4,455,113.75
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2024-Q4,8,1077.36,134.67
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2025-Q1,10,1338.35,133.84
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2025-Q2,8,834.44,104.31
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2025-Q3,7,802.74,114.68
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2025-Q4,8,1076.18,134.52
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2026-Q1,9,1243.48,138.16
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2026-Q2,7,812.88,116.13
"Mori Bento Express","Japanese Bento",HALAL,4.5,"Putrajaya",2026-Q3,1,67.6,67.6
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2016-Q1,1,87.37,87.37
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2016-Q2,5,717.48,143.5
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2017-Q1,1,107.95,107.95
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2017-Q2,1,76.34,76.34
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2017-Q4,1,93.56,93.56
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2018-Q1,6,552.75,92.13
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2018-Q2,2,183.39,91.7
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2018-Q3,1,75.04,75.04
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2018-Q4,1,99.28,99.28
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2019-Q1,7,701.74,100.25
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2019-Q2,1,107.08,107.08
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2019-Q3,7,689.05,98.44
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2019-Q4,2,185.45,92.73
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2020-Q1,7,780.57,111.51
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2020-Q2,2,153.61,76.81
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2020-Q3,8,867.5,108.44
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2020-Q4,2,244.87,122.44
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2021-Q1,8,741.73,92.72
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2021-Q2,2,222.85,111.43
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2021-Q3,8,770.24,96.28
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2021-Q4,8,747.78,93.47
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2022-Q1,3,300.26,100.09
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2022-Q2,8,786.24,98.28
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2022-Q3,8,846.92,105.87
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2022-Q4,4,416.5,104.13
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2023-Q1,9,1303.56,144.84
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2023-Q2,8,797.17,99.65
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2023-Q3,9,988.25,109.81
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2023-Q4,8,873.44,109.18
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2024-Q1,10,978.17,97.82
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2024-Q2,9,1166.89,129.65
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2024-Q3,9,889.87,98.87
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2024-Q4,10,1439.31,143.93
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2025-Q1,9,801.66,89.07
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2025-Q2,10,1304.27,130.43
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2025-Q3,10,1026.1,102.61
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2025-Q4,9,1093.72,121.52
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2026-Q1,10,1224.26,122.43
"Penang Wok House","Chinese Cuisine",NON_HALAL,3.7,"Subang Jaya",2026-Q2,11,1062.61,96.6
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2016-Q3,1,106,106
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2017-Q1,1,136.8,136.8
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2017-Q2,5,592.66,118.53
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2017-Q3,1,134.8,134.8
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2017-Q4,1,149,149
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2018-Q1,1,133,133
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2018-Q2,1,112.2,112.2
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2018-Q3,7,862.88,123.27
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2018-Q4,1,119.6,119.6
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2019-Q1,2,273.6,136.8
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2019-Q2,6,627.32,104.55
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2019-Q3,2,281.8,140.9
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2019-Q4,7,900,128.57
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2020-Q1,2,254.1,127.05
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2020-Q2,7,878.08,125.44
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2020-Q3,3,391.3,130.43
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2020-Q4,7,786.93,112.42
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2021-Q1,2,264.5,132.25
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2021-Q2,8,1038.66,129.83
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2021-Q3,3,407.4,135.8
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2021-Q4,8,1014.74,126.84
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2022-Q1,8,919.48,114.94
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2022-Q2,8,1051.81,131.48
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2022-Q3,3,401.8,133.93
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2022-Q4,8,1009.94,126.24
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2023-Q1,9,930.12,103.35
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2023-Q2,9,873.09,97.01
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2023-Q3,9,1133.94,125.99
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2023-Q4,3,340.8,113.6
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2024-Q1,10,1217.11,121.71
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2024-Q2,9,1341.08,149.01
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2024-Q3,9,1012,112.44
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2024-Q4,9,988,109.78
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2025-Q1,10,1664.32,166.43
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2025-Q2,9,978.78,108.75
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2025-Q3,10,1269.24,126.92
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2025-Q4,15,1636.27,109.08
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2026-Q1,10,1184.56,118.46
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2026-Q2,10,1117.03,111.7
"QuickBite Burgers","Fast Food Express",HALAL,4.1,"Ampang",2026-Q3,1,156.7,156.7
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2016-Q2,1,37.8,37.8
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2016-Q4,3,191,63.67
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2017-Q1,1,68.8,68.8
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2017-Q2,1,35.2,35.2
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2017-Q4,1,66.6,66.6
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2018-Q1,1,68.8,68.8
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2018-Q2,4,250.6,62.65
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2018-Q3,2,149.8,74.9
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2018-Q4,1,17.6,17.6
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2019-Q1,5,300.84,60.17
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2019-Q2,1,17.6,17.6
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2019-Q3,5,316.2,63.24
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2019-Q4,2,128.8,64.4
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2020-Q1,2,56.2,28.1
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2020-Q2,5,373.2,74.64
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2020-Q3,3,153,51
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2020-Q4,5,230,46
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2021-Q1,5,274.6,54.92
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2021-Q2,3,153,51
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2021-Q3,6,424.2,70.7
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2021-Q4,3,177.6,59.2
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2022-Q1,6,320.2,53.37
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2022-Q2,6,361.62,60.27
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2022-Q3,6,406.6,67.77
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2022-Q4,4,228.8,57.2
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2023-Q1,6,465.09,77.52
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2023-Q2,7,438.22,62.6
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2023-Q3,7,531,75.86
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2023-Q4,6,493.67,82.28
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2024-Q1,8,612.2,76.53
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2024-Q2,7,512.92,73.27
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2024-Q3,7,376.4,53.77
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2024-Q4,7,473.4,67.63
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2025-Q1,8,584.28,73.04
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2025-Q2,8,607,75.88
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2025-Q3,8,631.2,78.9
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2025-Q4,7,439,62.71
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2026-Q1,8,571.8,71.48
"Seoul Sizzle Kitchen","Korean Street Food",HALAL,3.8,"Sunway",2026-Q2,9,446.15,49.57
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2016-Q4,1,42,42
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2017-Q2,1,91,91
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2017-Q3,1,92.1,92.1
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2017-Q4,4,340.1,85.03
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2018-Q1,1,54.4,54.4
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2018-Q2,1,85.6,85.6
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2018-Q3,1,49.9,49.9
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2018-Q4,4,306.58,76.65
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2019-Q1,1,49.9,49.9
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2019-Q2,2,161.9,80.95
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2019-Q3,5,364.8,72.96
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2019-Q4,2,124.3,62.15
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2020-Q1,5,391.84,78.37
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2020-Q2,2,161.2,80.6
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2020-Q3,4,265.6,66.4
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2020-Q4,3,227.2,75.73
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2021-Q1,5,320.28,64.06
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2021-Q2,6,524.4,87.4
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2021-Q3,3,277.1,92.37
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2021-Q4,5,400.88,80.18
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2022-Q1,6,537.5,89.58
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2022-Q2,3,277.3,92.43
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2022-Q3,6,517.4,86.23
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2022-Q4,5,398.58,79.72
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2023-Q1,7,560.5,80.07
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2023-Q2,3,299.6,99.87
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2023-Q3,7,312.2,44.6
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2023-Q4,6,353.72,58.95
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2024-Q1,7,568.4,81.2
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2024-Q2,7,565.6,80.8
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2024-Q3,7,529.26,75.61
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2024-Q4,7,380.6,54.37
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2025-Q1,7,508.2,72.6
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2025-Q2,7,530.9,75.84
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2025-Q3,8,415.6,51.95
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2025-Q4,8,549.2,68.65
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2026-Q1,6,379.26,63.21
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2026-Q2,9,832.3,92.48
"Siam Wok Express","Thai Kitchen",HALAL,4.4,"George Town",2026-Q3,4,327.46,81.87
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2016-Q3,1,78.68,78.68
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2017-Q1,5,636.15,127.23
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2017-Q3,1,137.76,137.76
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2017-Q4,1,116.37,116.37
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2018-Q1,1,145.35,145.35
