
Session altered.

pv_quarter,item_category,meal_tier,deal_flag,item_type,qty_sold,revenue,avg_unit_price
2023-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,10,149.6,14.96
2023-Q1,Desserts,BUDGET,REGULAR,FOOD,8,70.4,8.8
2023-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,117,1820.3,15.56
2023-Q1,Noodles,PREMIUM,ON DEAL,FOOD,24,395.2,16.47
2023-Q1,Noodles,PREMIUM,REGULAR,FOOD,14,213.2,15.23
2023-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,158,2670.3,16.9
2023-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,116,2265.8,19.53
2023-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,42,616.8,14.69
2023-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,95,1575.2,16.58
2023-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,175,1790.2,10.23
2023-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,72,1176.7,16.34
2023-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,33,696.4,21.1
2023-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,23,336,14.61
2023-Q2,Desserts,BUDGET,REGULAR,FOOD,16,145.6,9.1
2023-Q2,Desserts,PREMIUM,REGULAR,FOOD,6,108.8,18.13
2023-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,130,2020,15.54
2023-Q2,Noodles,PREMIUM,ON DEAL,FOOD,42,688.8,16.4
2023-Q2,Noodles,PREMIUM,REGULAR,FOOD,3,52.8,17.6
2023-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,185,3116.9,16.85
2023-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,136,2594.6,19.08
2023-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,53,756,14.26
2023-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,92,1532.6,16.66
2023-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,151,1557,10.31
2023-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,59,965,16.36
2023-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,29,595.6,20.54
2023-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,12,188,15.67
2023-Q3,Desserts,BUDGET,REGULAR,FOOD,15,126.4,8.43
2023-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,132,2038.4,15.44
2023-Q3,Noodles,PREMIUM,ON DEAL,FOOD,44,708.4,16.1
2023-Q3,Noodles,PREMIUM,REGULAR,FOOD,8,132.8,16.6
2023-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,184,3137.1,17.05
2023-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,127,2502.6,19.71
2023-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,25,395,15.8
2023-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,121,2012.4,16.63
2023-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,189,1953,10.33
2023-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,83,1370.6,16.51
2023-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,22,454.4,20.65
2023-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,17,272.8,16.05
2023-Q4,Desserts,BUDGET,REGULAR,FOOD,16,134.4,8.4
2023-Q4,Desserts,PREMIUM,REGULAR,FOOD,1,18.4,18.4
2023-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,155,2404.2,15.51
2023-Q4,Noodles,PREMIUM,ON DEAL,FOOD,45,716.2,15.92
2023-Q4,Noodles,PREMIUM,REGULAR,FOOD,17,276.8,16.28
2023-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,191,3212.8,16.82
2023-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,132,2555.6,19.36
2023-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,61,909.4,14.91
2023-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,94,1592.6,16.94
2023-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,161,1662.2,10.32
2024-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,68,1120.1,16.47
2024-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,38,748,19.68
2024-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,27,398.8,14.77
2024-Q1,Desserts,BUDGET,REGULAR,FOOD,7,60.8,8.69
2024-Q1,Desserts,PREMIUM,REGULAR,FOOD,7,128.8,18.4
2024-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,134,2079.7,15.52
2024-Q1,Noodles,PREMIUM,ON DEAL,FOOD,33,531,16.09
2024-Q1,Noodles,PREMIUM,REGULAR,FOOD,8,134.8,16.85
2024-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,184,3143.4,17.08
2024-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,150,2917.4,19.45
2024-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,63,889.4,14.12
2024-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,123,2064.4,16.78
2024-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,191,1940.2,10.16
2024-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,83,1384,16.67
2024-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,47,983.6,20.93
2024-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,17,264.8,15.58
2024-Q2,Desserts,BUDGET,REGULAR,FOOD,9,78.4,8.71
2024-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,168,2607.8,15.52
2024-Q2,Noodles,PREMIUM,ON DEAL,FOOD,48,803.2,16.73
2024-Q2,Noodles,PREMIUM,REGULAR,FOOD,7,114.8,16.4
2024-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,210,3551.5,16.91
2024-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,143,2766.8,19.35
2024-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,48,687.8,14.33
2024-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,97,1623,16.73
2024-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,186,1914,10.29
2024-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,73,1218.4,16.69
2024-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,20,406.4,20.32
2024-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,31,471,15.19
2024-Q3,Desserts,BUDGET,REGULAR,FOOD,6,51.2,8.53
2024-Q3,Desserts,PREMIUM,REGULAR,FOOD,11,197.6,17.96
2024-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,163,2513.6,15.42
2024-Q3,Noodles,PREMIUM,ON DEAL,FOOD,41,657,16.02
2024-Q3,Noodles,PREMIUM,REGULAR,FOOD,6,94.8,15.8
2024-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,224,3778.2,16.87
2024-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,124,2404.4,19.39
2024-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,67,971.8,14.5
2024-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,117,1944.6,16.62
2024-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,158,1577.6,9.98
2024-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,78,1285.8,16.48
2024-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,47,981.2,20.88
2024-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,16,240,15
2024-Q4,Desserts,BUDGET,REGULAR,FOOD,11,96,8.73
2024-Q4,Desserts,PREMIUM,REGULAR,FOOD,10,177.6,17.76
2024-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,169,2622.4,15.52
2024-Q4,Noodles,PREMIUM,ON DEAL,FOOD,29,466.2,16.08
2024-Q4,Noodles,PREMIUM,REGULAR,FOOD,17,268.8,15.81
2024-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,218,3710.6,17.02
2024-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,166,3206.6,19.32
2024-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,52,780.6,15.01
2024-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,102,1667.2,16.35
2024-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,216,2244.4,10.39
2025-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,96,1606.1,16.73
2025-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,30,616,20.53
2025-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,116,1752,15.1
2025-Q1,Desserts,BUDGET,REGULAR,FOOD,7,67.2,9.6
2025-Q1,Desserts,PREMIUM,REGULAR,FOOD,10,182.4,18.24
2025-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,91,1414.4,15.54
2025-Q1,Noodles,PREMIUM,ON DEAL,FOOD,20,321.2,16.06
2025-Q1,Noodles,PREMIUM,REGULAR,FOOD,46,762,16.57
2025-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,148,2418.5,16.34
2025-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,222,4325,19.48
2025-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,135,1952.4,14.46
2025-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,80,1353.2,16.92
2025-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,157,1543.4,9.83
2025-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,130,2144.8,16.5
2025-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,22,450.4,20.47
2025-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,58,900.2,15.52
2025-Q2,Desserts,BUDGET,REGULAR,FOOD,9,76.8,8.53
2025-Q2,Desserts,PREMIUM,REGULAR,FOOD,12,212.8,17.73
2025-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,103,1597.9,15.51
2025-Q2,Noodles,PREMIUM,ON DEAL,FOOD,41,652.2,15.91
2025-Q2,Noodles,PREMIUM,REGULAR,FOOD,31,466.4,15.05
2025-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,205,3470.2,16.93
2025-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,152,2953.8,19.43
2025-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,128,1881,14.7
2025-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,85,1374.4,16.17
2025-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,140,1384,9.89
2025-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,150,2482.3,16.55
2025-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,24,505.2,21.05
2025-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,31,488.2,15.75
2025-Q3,Desserts,BUDGET,REGULAR,FOOD,13,110.4,8.49
2025-Q3,Desserts,PREMIUM,REGULAR,FOOD,10,174.4,17.44
2025-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,136,2105.9,15.48
2025-Q3,Noodles,PREMIUM,ON DEAL,FOOD,31,536.6,17.31
2025-Q3,Noodles,PREMIUM,REGULAR,FOOD,32,494,15.44
2025-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,184,3092.6,16.81
2025-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,146,2832,19.4
2025-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,121,1794.8,14.83
2025-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,57,931,16.33
2025-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,217,2103.4,9.69
2025-Q4,Brewed Tea,PREMIUM,REGULAR,DRINK,135,2223.2,16.47
2025-Q4,Burgers and Wraps,PREMIUM,REGULAR,FOOD,45,921.2,20.47
2025-Q4,Chicken Specials,PREMIUM,REGULAR,FOOD,71,1075.8,15.15
2025-Q4,Desserts,BUDGET,REGULAR,FOOD,8,65.6,8.2
2025-Q4,Desserts,PREMIUM,REGULAR,FOOD,17,298.4,17.55
2025-Q4,Hot Coffee,PREMIUM,ON DEAL,DRINK,120,1896.2,15.8
2025-Q4,Noodles,PREMIUM,ON DEAL,FOOD,16,258,16.13
2025-Q4,Noodles,PREMIUM,REGULAR,FOOD,61,979.2,16.05
2025-Q4,Refreshing Drinks,PREMIUM,REGULAR,DRINK,165,2694.8,16.33
2025-Q4,Seafood Specials,PREMIUM,REGULAR,FOOD,215,4133.8,19.23
2025-Q4,Signature Rice,BUDGET,ON DEAL,FOOD,121,1753.6,14.49
2025-Q4,Signature Rice,PREMIUM,ON DEAL,FOOD,76,1220,16.05
2025-Q4,Snacks and Sides,BUDGET,REGULAR,FOOD,197,1939.4,9.84
2026-Q1,Brewed Tea,PREMIUM,REGULAR,DRINK,138,2294,16.62
2026-Q1,Burgers and Wraps,PREMIUM,REGULAR,FOOD,28,572,20.43
2026-Q1,Chicken Specials,PREMIUM,REGULAR,FOOD,64,976.2,15.25
2026-Q1,Desserts,BUDGET,REGULAR,FOOD,5,44.8,8.96
2026-Q1,Desserts,PREMIUM,REGULAR,FOOD,15,271.2,18.08
2026-Q1,Hot Coffee,PREMIUM,ON DEAL,DRINK,123,1888.3,15.35
2026-Q1,Noodles,PREMIUM,ON DEAL,FOOD,31,517.4,16.69
2026-Q1,Noodles,PREMIUM,REGULAR,FOOD,43,686.8,15.97
2026-Q1,Refreshing Drinks,PREMIUM,REGULAR,DRINK,209,3522,16.85
2026-Q1,Seafood Specials,PREMIUM,REGULAR,FOOD,181,3507.2,19.38
2026-Q1,Signature Rice,BUDGET,ON DEAL,FOOD,152,2239,14.73
2026-Q1,Signature Rice,PREMIUM,ON DEAL,FOOD,101,1691,16.74
2026-Q1,Snacks and Sides,BUDGET,REGULAR,FOOD,132,1314,9.95
2026-Q2,Brewed Tea,PREMIUM,REGULAR,DRINK,162,2698.1,16.65
2026-Q2,Burgers and Wraps,PREMIUM,REGULAR,FOOD,24,492.4,20.52
2026-Q2,Chicken Specials,PREMIUM,REGULAR,FOOD,43,664.8,15.46
2026-Q2,Desserts,BUDGET,REGULAR,FOOD,6,51.2,8.53
2026-Q2,Desserts,PREMIUM,REGULAR,FOOD,13,228,17.54
2026-Q2,Hot Coffee,PREMIUM,ON DEAL,DRINK,166,2587.3,15.59
2026-Q2,Noodles,PREMIUM,ON DEAL,FOOD,27,446.6,16.54
2026-Q2,Noodles,PREMIUM,REGULAR,FOOD,42,647.6,15.42
2026-Q2,Refreshing Drinks,PREMIUM,REGULAR,DRINK,220,3740.9,17
2026-Q2,Seafood Specials,PREMIUM,REGULAR,FOOD,141,2766.2,19.62
2026-Q2,Signature Rice,BUDGET,ON DEAL,FOOD,130,1920,14.77
2026-Q2,Signature Rice,PREMIUM,ON DEAL,FOOD,72,1170.6,16.26
2026-Q2,Snacks and Sides,BUDGET,REGULAR,FOOD,209,2104.6,10.07
2026-Q3,Brewed Tea,PREMIUM,REGULAR,DRINK,33,540,16.36
2026-Q3,Burgers and Wraps,PREMIUM,REGULAR,FOOD,8,157.6,19.7
2026-Q3,Chicken Specials,PREMIUM,REGULAR,FOOD,4,66.4,16.6
2026-Q3,Desserts,BUDGET,REGULAR,FOOD,7,56,8
2026-Q3,Hot Coffee,PREMIUM,ON DEAL,DRINK,18,288.8,16.04
2026-Q3,Noodles,PREMIUM,ON DEAL,FOOD,3,53.4,17.8
2026-Q3,Noodles,PREMIUM,REGULAR,FOOD,7,113.6,16.23
2026-Q3,Refreshing Drinks,PREMIUM,REGULAR,DRINK,40,655.7,16.39
2026-Q3,Seafood Specials,PREMIUM,REGULAR,FOOD,27,516,19.11
2026-Q3,Signature Rice,BUDGET,ON DEAL,FOOD,27,391,14.48
2026-Q3,Signature Rice,PREMIUM,ON DEAL,FOOD,15,229.6,15.31
2026-Q3,Snacks and Sides,BUDGET,REGULAR,FOOD,35,325,9.29
item_name,item_category,meal_tier,deal_flag,item_type,qty_sold,revenue,avg_unit_price,cat_rank,price_quartile
"Gelato Matcha Frappe",Brewed Tea,PREMIUM,REGULAR,DRINK,224,4233.6,18.9,1,1
"Spice Mango Lassi",Brewed Tea,PREMIUM,REGULAR,DRINK,245,3675,15,2,4
"Kimchi Korean Grape Fizz",Brewed Tea,PREMIUM,REGULAR,DRINK,185,3219,17.4,3,1
"Quick Lychee Fizz",Brewed Tea,PREMIUM,REGULAR,DRINK,172,2992.8,17.4,4,1
"Leaf Mango Lassi",Brewed Tea,PREMIUM,REGULAR,DRINK,179,2971.4,16.6,5,2
"Wok Soy Bean Milk",Brewed Tea,PREMIUM,REGULAR,DRINK,146,2540.4,17.4,6,2
"Warisan Sirap Bandung Float",Brewed Tea,PREMIUM,REGULAR,DRINK,163,2445,15,7,4
"Mori Yuzu Soda",Brewed Tea,PREMIUM,REGULAR,DRINK,159,2385,15,8,4
"Basil Lemongrass Cooler",Brewed Tea,PREMIUM,REGULAR,DRINK,136,2366.4,17.4,9,1
"Kampung Sirap Bandung Float",Brewed Tea,PREMIUM,REGULAR,DRINK,140,2324,16.6,10,2
"Smoke Sparkling Apple Soda",Brewed Tea,PREMIUM,REGULAR,DRINK,131,2174.6,16.6,11,3
"Boba Lemon Mint Soda",Brewed Tea,PREMIUM,REGULAR,DRINK,128,2112,16.5,12,3
"Tokyo Yuzu Soda",Brewed Tea,PREMIUM,REGULAR,DRINK,127,2108.2,16.6,13,2
"Urban Sparkling Apple Soda",Brewed Tea,PREMIUM,REGULAR,DRINK,118,1770,15,14,4
"Sweet Matcha Frappe",Brewed Tea,PREMIUM,REGULAR,DRINK,98,1695.4,17.3,15,2
"Seoul Korean Grape Fizz",Brewed Tea,PREMIUM,REGULAR,DRINK,101,1595.8,15.8,16,3
"Tarik Lemon Mint Soda",Brewed Tea,PREMIUM,REGULAR,DRINK,84,1520.4,18.1,17,1
"Siam Lemongrass Cooler",Brewed Tea,PREMIUM,REGULAR,DRINK,83,1311.4,15.8,18,4
"Sprint Lychee Fizz",Brewed Tea,PREMIUM,REGULAR,DRINK,81,1279.8,15.8,19,3
"DimSum Soy Bean Milk",Brewed Tea,PREMIUM,REGULAR,DRINK,67,1058.6,15.8,20,3
"Quick Loaded Cheese Fries",Burgers and Wraps,PREMIUM,REGULAR,FOOD,317,6213.2,19.6,1,3
"Urban Smoked BBQ Lamb",Burgers and Wraps,PREMIUM,REGULAR,FOOD,264,5913.6,22.4,2,1
"Smoke Smoked BBQ Lamb",Burgers and Wraps,PREMIUM,REGULAR,FOOD,219,4555.2,20.8,3,2
"Sprint Loaded Cheese Fries",Burgers and Wraps,PREMIUM,REGULAR,FOOD,150,2700,18,4,4
"Spice Maggi Goreng Mamak",Chicken Specials,PREMIUM,REGULAR,FOOD,168,2620.8,15.6,1,2
"Kimchi Ramyeon Cheese Pot",Chicken Specials,PREMIUM,REGULAR,FOOD,133,2234.4,16.8,2,1
"Gelato Chocolate Lava Cup",Chicken Specials,PREMIUM,REGULAR,FOOD,139,1918.2,13.8,3,4
"Warisan Mee Rebus Johor",Chicken Specials,PREMIUM,REGULAR,FOOD,119,1856.4,15.6,4,2
"Quick Spicy Chicken Wrap",Chicken Specials,PREMIUM,REGULAR,FOOD,124,1835.2,14.8,5,3
"Boba Mushroom Toastie",Chicken Specials,PREMIUM,REGULAR,FOOD,46,671.6,14.6,6,3
"Sprint Spicy Chicken Wrap",Chicken Specials,PREMIUM,REGULAR,FOOD,33,541.2,16.4,7,1
"Sweet Chocolate Lava Cup",Chicken Specials,PREMIUM,REGULAR,FOOD,35,539,15.4,8,2
"Kampung Mee Rebus Johor",Chicken Specials,PREMIUM,REGULAR,FOOD,33,462,14,9,4
"Leaf Maggi Goreng Mamak",Chicken Specials,PREMIUM,REGULAR,FOOD,31,434,14,10,3
"Seoul Ramyeon Cheese Pot",Chicken Specials,PREMIUM,REGULAR,FOOD,20,368,18.4,11,1
"Tarik Mushroom Toastie",Chicken Specials,PREMIUM,REGULAR,FOOD,21,273,13,12,4
"Gelato Croffle Berry Cream",Desserts,PREMIUM,REGULAR,FOOD,133,2447.2,18.4,1,1
"Sweet Croffle Berry Cream",Desserts,PREMIUM,REGULAR,FOOD,64,1075.2,16.8,2,2
"Gelato Vanilla Cream Puff",Desserts,BUDGET,REGULAR,FOOD,123,984,8,3,4
"Sweet Vanilla Cream Puff",Desserts,BUDGET,REGULAR,FOOD,101,969.6,9.6,4,3
"Basil Thai Milk Tea",Hot Coffee,PREMIUM,ON DEAL,DRINK,275,4290,15.6,1,2
"Tokyo Matcha Latte",Hot Coffee,PREMIUM,ON DEAL,DRINK,285,4218,14.8,2,3
"Kimchi Citron Honey Tea",Hot Coffee,PREMIUM,ON DEAL,DRINK,255,3978,15.6,3,2
"Wok Chrysanthemum Tea",Hot Coffee,PREMIUM,ON DEAL,DRINK,232,3619.2,15.6,4,2
"Warisan Teh Ais Limau",Hot Coffee,PREMIUM,ON DEAL,DRINK,203,3329.2,16.4,5,2
"Leaf Teh Tarik Kaw",Hot Coffee,PREMIUM,ON DEAL,DRINK,218,3226.4,14.8,6,4
"Spice Teh Tarik Kaw",Hot Coffee,PREMIUM,ON DEAL,DRINK,192,3148.8,16.4,7,1
"Gelato Strawberry Milk",Hot Coffee,PREMIUM,ON DEAL,DRINK,177,3026.7,17.1,8,1
"Smoke Mocha Latte",Hot Coffee,PREMIUM,ON DEAL,DRINK,170,2516,14.8,9,3
"Kampung Teh Ais Limau",Hot Coffee,PREMIUM,ON DEAL,DRINK,157,2323.6,14.8,10,3
"Boba Brown Sugar Boba",Hot Coffee,PREMIUM,ON DEAL,DRINK,129,2309.1,17.9,11,1
"Tarik Brown Sugar Boba",Hot Coffee,PREMIUM,ON DEAL,DRINK,138,2249.4,16.3,12,2
"Quick Iced Cola Float",Hot Coffee,PREMIUM,ON DEAL,DRINK,128,1996.8,15.6,13,3
"Sweet Strawberry Milk",Hot Coffee,PREMIUM,ON DEAL,DRINK,113,1751.5,15.5,14,3
"Urban Mocha Latte",Hot Coffee,PREMIUM,ON DEAL,DRINK,105,1722,16.4,15,1
"Siam Thai Milk Tea",Hot Coffee,PREMIUM,ON DEAL,DRINK,110,1540,14,16,4
"Mori Matcha Latte",Hot Coffee,PREMIUM,ON DEAL,DRINK,91,1492.4,16.4,17,1
"Seoul Citron Honey Tea",Hot Coffee,PREMIUM,ON DEAL,DRINK,104,1456,14,18,4
"Sprint Iced Cola Float",Hot Coffee,PREMIUM,ON DEAL,DRINK,86,1204,14,19,4
"DimSum Chrysanthemum Tea",Hot Coffee,PREMIUM,ON DEAL,DRINK,82,1148,14,20,4
"Basil Pad Kra Pao Chicken",Noodles,PREMIUM,ON DEAL,FOOD,231,3465,15,1,3
"Urban Creamy Mushroom Pasta",Noodles,PREMIUM,ON DEAL,FOOD,137,2438.6,17.8,2,1
"Siam Pad Kra Pao Chicken",Noodles,PREMIUM,ON DEAL,FOOD,128,2124.8,16.6,3,2
"Wok Kung Pao Chicken Bowl",Noodles,PREMIUM,REGULAR,FOOD,133,1968.4,14.8,4,4
"Basil Pad Thai Prawn",Noodles,PREMIUM,REGULAR,FOOD,124,1835.2,14.8,5,4
"Wok Ginger Scallion Chicken Rice",Noodles,PREMIUM,ON DEAL,FOOD,122,1830,15,6,4
"Smoke Buttermilk Rice Bowl",Noodles,PREMIUM,REGULAR,FOOD,105,1680,16,7,3
"Tokyo Shoyu Ramen",Noodles,PREMIUM,REGULAR,FOOD,104,1664,16,8,3
"Smoke Creamy Mushroom Pasta",Noodles,PREMIUM,ON DEAL,FOOD,50,970,19.4,9,1
"Mori Shoyu Ramen",Noodles,PREMIUM,REGULAR,FOOD,54,950.4,17.6,10,1
"DimSum Ginger Scallion Chicken Rice",Noodles,PREMIUM,ON DEAL,FOOD,47,780.2,16.6,11,2
"Urban Buttermilk Rice Bowl",Noodles,PREMIUM,REGULAR,FOOD,43,756.8,17.6,12,1
"Siam Pad Thai Prawn",Noodles,PREMIUM,REGULAR,FOOD,46,754.4,16.4,13,2
"DimSum Kung Pao Chicken Bowl",Noodles,PREMIUM,REGULAR,FOOD,25,410,16.4,14,2
"Leaf Masala Lime Soda",Refreshing Drinks,PREMIUM,REGULAR,DRINK,268,4931.2,18.4,1,1
"Smoke Iced Chocolate",Refreshing Drinks,PREMIUM,REGULAR,DRINK,240,4416,18.4,2,1
"Gelato Peach Tea Sparkler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,243,4252.5,17.5,3,2
"Spice Masala Lime Soda",Refreshing Drinks,PREMIUM,REGULAR,DRINK,248,4166.4,16.8,4,3
"Basil Coconut Shake",Refreshing Drinks,PREMIUM,REGULAR,DRINK,227,3632,16,5,3
"Kampung Air Jagung Madu",Refreshing Drinks,PREMIUM,REGULAR,DRINK,182,3348.8,18.4,6,1
"Kimchi Iced Peach Ade",Refreshing Drinks,PREMIUM,REGULAR,DRINK,209,3344,16,7,3
"Tarik Passionfruit Cooler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,164,3263.6,19.9,8,1
"Sweet Peach Tea Sparkler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,168,3208.8,19.1,9,1
"Boba Hazelnut Cappuccino",Refreshing Drinks,PREMIUM,REGULAR,DRINK,199,2845.7,14.3,10,4
"Gelato Caramel Frappe",Refreshing Drinks,PREMIUM,REGULAR,DRINK,172,2631.6,15.3,11,4
"Warisan Air Jagung Madu",Refreshing Drinks,PREMIUM,REGULAR,DRINK,146,2452.8,16.8,12,2
"Boba Passionfruit Cooler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,133,2433.9,18.3,13,1
"Boba Americano",Refreshing Drinks,PREMIUM,REGULAR,DRINK,160,2224,13.9,14,4
"Urban Iced Chocolate",Refreshing Drinks,PREMIUM,REGULAR,DRINK,125,2100,16.8,15,2
"Wok Plum Lime Cooler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,131,2096,16,16,3
"Seoul Iced Peach Ade",Refreshing Drinks,PREMIUM,REGULAR,DRINK,113,1988.8,17.6,17,1
"Boba Classic Milk Tea",Refreshing Drinks,PREMIUM,REGULAR,DRINK,121,1948.1,16.1,18,3
"Tokyo Hojicha Milk Tea",Refreshing Drinks,PREMIUM,REGULAR,DRINK,102,1876.8,18.4,19,1
"Tarik Classic Milk Tea",Refreshing Drinks,PREMIUM,REGULAR,DRINK,129,1870.5,14.5,20,4
"Mori Hojicha Milk Tea",Refreshing Drinks,PREMIUM,REGULAR,DRINK,104,1747.2,16.8,21,2
"Quick Lemon Tea Cooler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,102,1632,16,22,3
"DimSum Plum Lime Cooler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,78,1372.8,17.6,23,2
"Siam Coconut Shake",Refreshing Drinks,PREMIUM,REGULAR,DRINK,76,1337.6,17.6,24,2
"Sprint Lemon Tea Cooler",Refreshing Drinks,PREMIUM,REGULAR,DRINK,70,1232,17.6,25,2
"Tarik Hazelnut Cappuccino",Refreshing Drinks,PREMIUM,REGULAR,DRINK,76,1208.4,15.9,26,3
"Sweet Caramel Frappe",Refreshing Drinks,PREMIUM,REGULAR,DRINK,50,845,16.9,27,2
"Tarik Americano",Refreshing Drinks,PREMIUM,REGULAR,DRINK,47,578.1,12.3,28,4
"Tarik Caramel Latte",Refreshing Drinks,PREMIUM,REGULAR,DRINK,39,549.9,14.1,29,4
"Boba Caramel Latte",Refreshing Drinks,PREMIUM,REGULAR,DRINK,31,387.5,12.5,30,4
"Wok Salted Egg Fish Fillet",Seafood Specials,PREMIUM,REGULAR,FOOD,294,5762.4,19.6,1,2
